,date,country,continent,value
44267,2020-08-31,France,Europe,615
44268,2020-09-01,France,Europe,747
44269,2020-09-02,France,Europe,754
44270,2020-09-03,France,Europe,754
44271,2020-09-04,France,Europe,758
44272,2020-09-05,France,Europe,758
44273,2020-09-06,France,Europe,758
44274,2020-09-07,France,Europe,758
44275,2020-09-08,France,Europe,939
44276,2020-09-09,France,Europe,939
44277,2020-09-10,France,Europe,939
44278,2020-09-11,France,Europe,939
44279,2020-09-12,France,Europe,939
44280,2020-09-13,France,Europe,939
44281,2020-09-14,France,Europe,939
44282,2020-09-15,France,Europe,1122
44283,2020-09-16,France,Europe,1122
44284,2020-09-17,France,Europe,1122
44285,2020-09-18,France,Europe,1122
44286,2020-09-19,France,Europe,1122
44287,2020-09-20,France,Europe,1122
44288,2020-09-21,France,Europe,1122
44289,2020-09-22,France,Europe,1290
44290,2020-09-23,France,Europe,1290
44291,2020-09-24,France,Europe,1290
44292,2020-09-25,France,Europe,1290
44293,2020-09-26,France,Europe,1290
44294,2020-09-27,France,Europe,1290
44295,2020-09-28,France,Europe,1290
44296,2020-09-29,France,Europe,1290
44297,2020-09-30,France,Europe,1543
44298,2020-10-01,France,Europe,1543
44299,2020-10-02,France,Europe,1543
44300,2020-10-03,France,Europe,1543
44301,2020-10-04,France,Europe,1543
44302,2020-10-05,France,Europe,1543
44303,2020-10-06,France,Europe,1851
44304,2020-10-07,France,Europe,1851
44305,2020-10-08,France,Europe,1851
44306,2020-10-09,France,Europe,1851
44307,2020-10-10,France,Europe,1851
44308,2020-10-11,France,Europe,1851
44309,2020-10-12,France,Europe,1851
44310,2020-10-13,France,Europe,2257
44311,2020-10-14,France,Europe,2257
44312,2020-10-15,France,Europe,2257
44313,2020-10-16,France,Europe,2257
44314,2020-10-17,France,Europe,2257
44315,2020-10-18,France,Europe,2257
44316,2020-10-19,France,Europe,2257
44317,2020-10-20,France,Europe,2257
44318,2020-10-21,France,Europe,2257
44319,2020-10-22,France,Europe,2257
44320,2020-10-23,France,Europe,2257
44321,2020-10-24,France,Europe,2257
44322,2020-10-25,France,Europe,2257
44323,2020-10-26,France,Europe,2257
44324,2020-10-27,France,Europe,3552
44325,2020-10-28,France,Europe,3552
44326,2020-10-29,France,Europe,3552
44327,2020-10-30,France,Europe,3552
44328,2020-10-31,France,Europe,3552
44329,2020-11-01,France,Europe,3552
44330,2020-11-02,France,Europe,3552
44331,2020-11-03,France,Europe,3552
44332,2020-11-04,France,Europe,4215
44333,2020-11-05,France,Europe,4215
44334,2020-11-06,France,Europe,4215
44335,2020-11-07,France,Europe,4215
44336,2020-11-08,France,Europe,4215
44337,2020-11-09,France,Europe,4215
44338,2020-11-10,France,Europe,4732
44339,2020-11-11,France,Europe,4732
44340,2020-11-12,France,Europe,4732
44341,2020-11-13,France,Europe,4732
44342,2020-11-14,France,Europe,4732
44343,2020-11-15,France,Europe,4732
44344,2020-11-16,France,Europe,4732
44345,2020-11-17,France,Europe,4732
44346,2020-11-18,France,Europe,4732
44347,2020-11-19,France,Europe,4732
44348,2020-11-20,France,Europe,4732
44349,2020-11-21,France,Europe,4732
44350,2020-11-22,France,Europe,4732
44351,2020-11-23,France,Europe,4732
44352,2020-11-24,France,Europe,5413
44353,2020-11-25,France,Europe,5413
44354,2020-11-26,France,Europe,5413
44355,2020-11-27,France,Europe,5413
44356,2020-11-28,France,Europe,5413
44357,2020-11-29,France,Europe,5413
44358,2020-11-30,France,Europe,5413
44359,2020-12-01,France,Europe,5520
44360,2020-12-02,France,Europe,5520
44361,2020-12-03,France,Europe,5520
44362,2020-12-04,France,Europe,5520
44363,2020-12-05,France,Europe,5520
44364,2020-12-06,France,Europe,5520
44365,2020-12-07,France,Europe,5520
44366,2020-12-08,France,Europe,5553
44367,2020-12-09,France,Europe,5553
44368,2020-12-10,France,Europe,5553
44369,2020-12-11,France,Europe,5553
44370,2020-12-12,France,Europe,5553
44371,2020-12-13,France,Europe,5553
44372,2020-12-14,France,Europe,5553
44373,2020-12-15,France,Europe,5601
44374,2020-12-16,France,Europe,5601
44375,2020-12-17,France,Europe,5601
44376,2020-12-18,France,Europe,5601
44377,2020-12-19,France,Europe,5601
44378,2020-12-20,France,Europe,5634
44379,2020-12-21,France,Europe,5634
44380,2020-12-22,France,Europe,5634
44381,2020-12-23,France,Europe,5634
44382,2020-12-24,France,Europe,5634
44383,2020-12-25,France,Europe,5634
44384,2020-12-26,France,Europe,5634
44385,2020-12-27,France,Europe,6072
44386,2020-12-28,France,Europe,6072
44387,2020-12-29,France,Europe,6072
44388,2020-12-30,France,Europe,6072
44389,2020-12-31,France,Europe,6072
44390,2021-01-01,France,Europe,6091
44391,2021-01-02,France,Europe,6091
44392,2021-01-03,France,Europe,6091
44393,2021-01-04,France,Europe,6091
44394,2021-01-05,France,Europe,6117
44395,2021-01-06,France,Europe,6117
44396,2021-01-07,France,Europe,6117
44397,2021-01-08,France,Europe,6117
44398,2021-01-09,France,Europe,6117
44399,2021-01-10,France,Europe,6117
44400,2021-01-11,France,Europe,6117
44401,2021-01-12,France,Europe,6227
44402,2021-01-13,France,Europe,6227
44403,2021-01-14,France,Europe,6227
44404,2021-01-15,France,Europe,6227
44405,2021-01-16,France,Europe,6227
44406,2021-01-17,France,Europe,6227
44407,2021-01-18,France,Europe,6227
44408,2021-01-19,France,Europe,6302
44409,2020-01-22,France,Europe,0
44410,2020-01-23,France,Europe,0
44411,2020-01-24,France,Europe,0
44412,2020-01-25,France,Europe,0
44413,2020-01-26,France,Europe,0
44414,2020-01-27,France,Europe,0
44415,2020-01-28,France,Europe,0
44416,2020-01-29,France,Europe,0
44417,2020-01-30,France,Europe,0
44418,2020-01-31,France,Europe,0
44419,2020-02-01,France,Europe,0
44420,2020-02-02,France,Europe,0
44421,2020-02-03,France,Europe,0
44422,2020-02-04,France,Europe,0
44423,2020-02-05,France,Europe,0
44424,2020-02-06,France,Europe,0
44425,2020-02-07,France,Europe,0
44426,2020-02-08,France,Europe,0
44427,2020-02-09,France,Europe,0
44428,2020-02-10,France,Europe,0
44429,2020-02-11,France,Europe,0
44430,2020-02-12,France,Europe,0
44431,2020-02-13,France,Europe,0
44432,2020-02-14,France,Europe,0
44433,2020-02-15,France,Europe,0
44434,2020-02-16,France,Europe,0
44435,2020-02-17,France,Europe,0
44436,2020-02-18,France,Europe,0
44437,2020-02-19,France,Europe,0
44438,2020-02-20,France,Europe,0
44439,2020-02-21,France,Europe,0
44440,2020-02-22,France,Europe,0
44441,2020-02-23,France,Europe,0
44442,2020-02-24,France,Europe,0
44443,2020-02-25,France,Europe,0
44444,2020-02-26,France,Europe,0
44445,2020-02-27,France,Europe,0
44446,2020-02-28,France,Europe,0
44447,2020-02-29,France,Europe,0
44448,2020-03-01,France,Europe,0
44449,2020-03-02,France,Europe,0
44450,2020-03-03,France,Europe,0
44451,2020-03-04,France,Europe,0
44452,2020-03-05,France,Europe,0
44453,2020-03-06,France,Europe,0
44454,2020-03-07,France,Europe,0
44455,2020-03-08,France,Europe,0
44456,2020-03-09,France,Europe,0
44457,2020-03-10,France,Europe,0
44458,2020-03-11,France,Europe,0
44459,2020-03-12,France,Europe,0
44460,2020-03-13,France,Europe,0
44461,2020-03-14,France,Europe,0
44462,2020-03-15,France,Europe,1
44463,2020-03-16,France,Europe,1
44464,2020-03-17,France,Europe,1
44465,2020-03-18,France,Europe,3
44466,2020-03-19,France,Europe,3
44467,2020-03-20,France,Europe,6
44468,2020-03-21,France,Europe,7
44469,2020-03-22,France,Europe,11
44470,2020-03-23,France,Europe,24
44471,2020-03-24,France,Europe,36
44472,2020-03-25,France,Europe,36
44473,2020-03-26,France,Europe,36
44474,2020-03-27,France,Europe,50
44475,2020-03-28,France,Europe,63
44476,2020-03-29,France,Europe,63
44477,2020-03-30,France,Europe,82
44478,2020-03-31,France,Europe,94
44479,2020-04-01,France,Europe,94
44480,2020-04-02,France,Europe,116
44481,2020-04-03,France,Europe,128
44482,2020-04-04,France,Europe,134
44483,2020-04-05,France,Europe,147
44484,2020-04-06,France,Europe,147
44485,2020-04-07,France,Europe,171
44486,2020-04-08,France,Europe,171
44487,2020-04-09,France,Europe,184
44488,2020-04-10,France,Europe,191
44489,2020-04-11,France,Europe,196
44490,2020-04-12,France,Europe,196
44491,2020-04-13,France,Europe,207
44492,2020-04-14,France,Europe,217
44493,2020-04-15,France,Europe,217
44494,2020-04-16,France,Europe,233
44495,2020-04-17,France,Europe,245
44496,2020-04-18,France,Europe,254
44497,2020-04-19,France,Europe,271
44498,2020-04-20,France,Europe,271
44499,2020-04-21,France,Europe,311
44500,2020-04-22,France,Europe,326
44501,2020-04-23,France,Europe,326
44502,2020-04-24,France,Europe,354
44503,2020-04-25,France,Europe,380
44504,2020-04-26,France,Europe,401
44505,2020-04-27,France,Europe,401
44506,2020-04-28,France,Europe,460
44507,2020-04-29,France,Europe,460
44508,2020-04-30,France,Europe,539
44509,2020-05-01,France,Europe,539
44510,2020-05-02,France,Europe,539
44511,2020-05-03,France,Europe,650
44512,2020-05-04,France,Europe,686
44513,2020-05-05,France,Europe,739
44514,2020-05-06,France,Europe,739
44515,2020-05-07,France,Europe,854
44516,2020-05-08,France,Europe,854
44517,2020-05-09,France,Europe,988
44518,2020-05-10,France,Europe,1023
44519,2020-05-11,France,Europe,1023
44520,2020-05-12,France,Europe,1095
44521,2020-05-13,France,Europe,1143
44522,2020-05-14,France,Europe,1210
44523,2020-05-15,France,Europe,1210
44524,2020-05-16,France,Europe,1312
44525,2020-05-17,France,Europe,1342
44526,2020-05-18,France,Europe,1370
44527,2020-05-19,France,Europe,1370
44528,2020-05-20,France,Europe,1475
44529,2020-05-21,France,Europe,1475
44530,2020-05-22,France,Europe,1521
44531,2020-05-23,France,Europe,1521
44532,2020-05-24,France,Europe,1587
44533,2020-05-25,France,Europe,1609
44534,2020-05-26,France,Europe,1634
44535,2020-05-27,France,Europe,1645
44536,2020-05-28,France,Europe,1670
44537,2020-05-29,France,Europe,1699
44538,2020-05-30,France,Europe,1699
44539,2020-05-31,France,Europe,1699
44540,2020-06-01,France,Europe,1934
44541,2020-06-02,France,Europe,1986
44542,2020-06-03,France,Europe,1993
44543,2020-06-04,France,Europe,2058
44544,2020-06-05,France,Europe,2079
44545,2020-06-06,France,Europe,2079
44546,2020-06-07,France,Europe,2079
44547,2020-06-08,France,Europe,2151
44548,2020-06-09,France,Europe,2175
44549,2020-06-10,France,Europe,2226
44550,2020-06-11,France,Europe,2240
44551,2020-06-12,France,Europe,2268
44552,2020-06-13,France,Europe,2282
44553,2020-06-14,France,Europe,2298
44554,2020-06-15,France,Europe,2310
44555,2020-06-16,France,Europe,2333
44556,2020-06-17,France,Europe,2345
44557,2020-06-18,France,Europe,2383
44558,2020-06-19,France,Europe,2394
44559,2020-06-20,France,Europe,2404
44560,2020-06-21,France,Europe,2404
44561,2020-06-22,France,Europe,2434
44562,2020-06-23,France,Europe,2434
44563,2020-06-24,France,Europe,2467
44564,2020-06-25,France,Europe,2508
44565,2020-06-26,France,Europe,2508
44566,2020-06-27,France,Europe,2508
44567,2020-06-28,France,Europe,2508
44568,2020-06-29,France,Europe,2560
44569,2020-06-30,France,Europe,2603
44570,2020-07-01,France,Europe,2643
44571,2020-07-02,France,Europe,2650
44572,2020-07-03,France,Europe,2661
44573,2020-07-04,France,Europe,2661
44574,2020-07-05,France,Europe,2661
44575,2020-07-06,France,Europe,2679
44576,2020-07-07,France,Europe,2688
44577,2020-07-08,France,Europe,2688
44578,2020-07-09,France,Europe,2702
44579,2020-07-10,France,Europe,2711
44580,2020-07-11,France,Europe,2711
44581,2020-07-12,France,Europe,2711
44582,2020-07-13,France,Europe,2724
44583,2020-07-14,France,Europe,2724
44584,2020-07-15,France,Europe,2743
44585,2020-07-16,France,Europe,2778
44586,2020-07-17,France,Europe,2782
44587,2020-07-18,France,Europe,2782
44588,2020-07-19,France,Europe,2782
44589,2020-07-20,France,Europe,2808
44590,2020-07-21,France,Europe,2824
44591,2020-07-22,France,Europe,2839
44592,2020-07-23,France,Europe,2862
44593,2020-07-24,France,Europe,2862
44594,2020-07-25,France,Europe,2862
44595,2020-07-26,France,Europe,2862
44596,2020-07-27,France,Europe,2900
44597,2020-07-28,France,Europe,2900
44598,2020-07-29,France,Europe,2905
44599,2020-07-30,France,Europe,2962
44600,2020-07-31,France,Europe,2962
44601,2020-08-01,France,Europe,2962
44602,2020-08-02,France,Europe,2962
44603,2020-08-03,France,Europe,3008
44604,2020-08-04,France,Europe,3023
44605,2020-08-05,France,Europe,3031
44606,2020-08-06,France,Europe,3042
44607,2020-08-07,France,Europe,3068
44608,2020-08-08,France,Europe,3068
44609,2020-08-09,France,Europe,3068
44610,2020-08-10,France,Europe,3068
44611,2020-08-11,France,Europe,3091
44612,2020-08-12,France,Europe,3091
44613,2020-08-13,France,Europe,3119
44614,2020-08-14,France,Europe,3119
44615,2020-08-15,France,Europe,3119
44616,2020-08-16,France,Europe,3119
44617,2020-08-17,France,Europe,3160
44618,2020-08-18,France,Europe,3160
44619,2020-08-19,France,Europe,3160
44620,2020-08-20,France,Europe,3160
44621,2020-08-21,France,Europe,3237
44622,2020-08-22,France,Europe,3237
44623,2020-08-23,France,Europe,3237
44624,2020-08-24,France,Europe,3237
44625,2020-08-25,France,Europe,3237
44626,2020-08-26,France,Europe,3237
44627,2020-08-27,France,Europe,3301
44628,2020-08-28,France,Europe,3301
44629,2020-08-29,France,Europe,3301
44630,2020-08-30,France,Europe,3301
44631,2020-08-31,France,Europe,3301
44632,2020-09-01,France,Europe,3301
44633,2020-09-02,France,Europe,3301
44634,2020-09-03,France,Europe,3374
44635,2020-09-04,France,Europe,3374
44636,2020-09-05,France,Europe,3374
44637,2020-09-06,France,Europe,3374
44638,2020-09-07,France,Europe,3374
44639,2020-09-08,France,Europe,3374
44640,2020-09-09,France,Europe,3374
44641,2020-09-10,France,Europe,3374
44642,2020-09-11,France,Europe,3374
44643,2020-09-12,France,Europe,3374
44644,2020-09-13,France,Europe,3374
44645,2020-09-14,France,Europe,3374
44646,2020-09-15,France,Europe,3374
44647,2020-09-16,France,Europe,3374
44648,2020-09-17,France,Europe,3541
44649,2020-09-18,France,Europe,3541
44650,2020-09-19,France,Europe,3541
44651,2020-09-20,France,Europe,3541
44652,2020-09-21,France,Europe,3541
44653,2020-09-22,France,Europe,3541
44654,2020-09-23,France,Europe,3541
44655,2020-09-24,France,Europe,3541
44656,2020-09-25,France,Europe,3541
44657,2020-09-26,France,Europe,3541
44658,2020-09-27,France,Europe,3541
44659,2020-09-28,France,Europe,3541
44660,2020-09-29,France,Europe,3541
44661,2020-09-30,France,Europe,3779
44662,2020-10-01,France,Europe,3779
44663,2020-10-02,France,Europe,3779
44664,2020-10-03,France,Europe,3779
44665,2020-10-04,France,Europe,3779
44666,2020-10-05,France,Europe,3892
44667,2020-10-06,France,Europe,3892
44668,2020-10-07,France,Europe,3892
44669,2020-10-08,France,Europe,3892
44670,2020-10-09,France,Europe,3989
44671,2020-10-10,France,Europe,3989
44672,2020-10-11,France,Europe,3989
44673,2020-10-12,France,Europe,4030
44674,2020-10-13,France,Europe,4030
44675,2020-10-14,France,Europe,4030
44676,2020-10-15,France,Europe,4030
44677,2020-10-16,France,Europe,4030
44678,2020-10-17,France,Europe,4030
44679,2020-10-18,France,Europe,4030
44680,2020-10-19,France,Europe,4159
44681,2020-10-20,France,Europe,4159
44682,2020-10-21,France,Europe,4203
44683,2020-10-22,France,Europe,4203
44684,2020-10-23,France,Europe,4276
44685,2020-10-24,France,Europe,4276
44686,2020-10-25,France,Europe,4276
44687,2020-10-26,France,Europe,4321
44688,2020-10-27,France,Europe,4321
44689,2020-10-28,France,Europe,4366
44690,2020-10-29,France,Europe,4366
44691,2020-10-30,France,Europe,4366
44692,2020-10-31,France,Europe,4366
44693,2020-11-01,France,Europe,4366
44694,2020-11-02,France,Europe,4489
44695,2020-11-03,France,Europe,4524
44696,2020-11-04,France,Europe,4550
44697,2020-11-05,France,Europe,4550
44698,2020-11-06,France,Europe,4550
44699,2020-11-07,France,Europe,4550
44700,2020-11-08,France,Europe,4550
44701,2020-11-09,France,Europe,4815
44702,2020-11-10,France,Europe,4815
44703,2020-11-11,France,Europe,4815
44704,2020-11-12,France,Europe,4921
44705,2020-11-13,France,Europe,4921
44706,2020-11-14,France,Europe,4921
44707,2020-11-15,France,Europe,4921
44708,2020-11-16,France,Europe,4943
44709,2020-11-17,France,Europe,4943
44710,2020-11-18,France,Europe,5036
44711,2020-11-19,France,Europe,5036
44712,2020-11-20,France,Europe,5036
44713,2020-11-21,France,Europe,5036
44714,2020-11-22,France,Europe,5036
44715,2020-11-23,France,Europe,5122
44716,2020-11-24,France,Europe,5122
44717,2020-11-25,France,Europe,5181
44718,2020-11-26,France,Europe,5181
44719,2020-11-27,France,Europe,5181
44720,2020-11-28,France,Europe,5181
44721,2020-11-29,France,Europe,5181
44722,2020-11-30,France,Europe,5181
44723,2020-12-01,France,Europe,5181
44724,2020-12-02,France,Europe,5181
44725,2020-12-03,France,Europe,5181
44726,2020-12-04,France,Europe,5181
44727,2020-12-05,France,Europe,5181
44728,2020-12-06,France,Europe,5181
44729,2020-12-07,France,Europe,5181
44730,2020-12-08,France,Europe,5181
44731,2020-12-09,France,Europe,5181
44732,2020-12-10,France,Europe,5499
44733,2020-12-11,France,Europe,5499
44734,2020-12-12,France,Europe,5551
44735,2020-12-13,France,Europe,5551
44736,2020-12-14,France,Europe,5551
44737,2020-12-15,France,Europe,5616
44738,2020-12-16,France,Europe,5616
44739,2020-12-17,France,Europe,5616
44740,2020-12-18,France,Europe,5616
44741,2020-12-19,France,Europe,5708
44742,2020-12-20,France,Europe,5708
44743,2020-12-21,France,Europe,5708
44744,2020-12-22,France,Europe,5708
44745,2020-12-23,France,Europe,5767
44746,2020-12-24,France,Europe,5767
44747,2020-12-25,France,Europe,5767
44748,2020-12-26,France,Europe,5767
44749,2020-12-27,France,Europe,5767
44750,2020-12-28,France,Europe,5767
44751,2020-12-29,France,Europe,5890
44752,2020-12-30,France,Europe,5890
44753,2020-12-31,France,Europe,5890
44754,2021-01-01,France,Europe,5890
44755,2021-01-02,France,Europe,5890
44756,2021-01-03,France,Europe,5890
44757,2021-01-04,France,Europe,5890
44758,2021-01-05,France,Europe,6045
44759,2021-01-06,France,Europe,6045
44760,2021-01-07,France,Europe,6045
44761,2021-01-08,France,Europe,6045
44762,2021-01-09,France,Europe,6232
44763,2021-01-10,France,Europe,6232
44764,2021-01-11,France,Europe,6255
44765,2021-01-12,France,Europe,6255
44766,2021-01-13,France,Europe,6255
44767,2021-01-14,France,Europe,6255
44768,2021-01-15,France,Europe,6611
44769,2021-01-16,France,Europe,6611
44770,2021-01-17,France,Europe,6611
44771,2021-01-18,France,Europe,6611
44772,2021-01-19,France,Europe,6789
44773,2020-01-22,France,Europe,0
44774,2020-01-23,France,Europe,0
44775,2020-01-24,France,Europe,0
44776,2020-01-25,France,Europe,0
44777,2020-01-26,France,Europe,0
44778,2020-01-27,France,Europe,0
44779,2020-01-28,France,Europe,0
44780,2020-01-29,France,Europe,0
44781,2020-01-30,France,Europe,0
44782,2020-01-31,France,Europe,0
44783,2020-02-01,France,Europe,0
44784,2020-02-02,France,Europe,0
44785,2020-02-03,France,Europe,0
44786,2020-02-04,France,Europe,0
44787,2020-02-05,France,Europe,0
44788,2020-02-06,France,Europe,0
44789,2020-02-07,France,Europe,0
44790,2020-02-08,France,Europe,0
44791,2020-02-09,France,Europe,0
44792,2020-02-10,France,Europe,0
44793,2020-02-11,France,Europe,0
44794,2020-02-12,France,Europe,0
44795,2020-02-13,France,Europe,0
44796,2020-02-14,France,Europe,0
44797,2020-02-15,France,Europe,0
44798,2020-02-16,France,Europe,0
44799,2020-02-17,France,Europe,0
44800,2020-02-18,France,Europe,0
44801,2020-02-19,France,Europe,0
44802,2020-02-20,France,Europe,0
44803,2020-02-21,France,Europe,0
44804,2020-02-22,France,Europe,0
44805,2020-02-23,France,Europe,0
44806,2020-02-24,France,Europe,0
44807,2020-02-25,France,Europe,0
44808,2020-02-26,France,Europe,0
44809,2020-02-27,France,Europe,0
44810,2020-02-28,France,Europe,0
44811,2020-02-29,France,Europe,0
44812,2020-03-01,France,Europe,0
44813,2020-03-02,France,Europe,0
44814,2020-03-03,France,Europe,0
44815,2020-03-04,France,Europe,0
44816,2020-03-05,France,Europe,0
44817,2020-03-06,France,Europe,0
44818,2020-03-07,France,Europe,0
44819,2020-03-08,France,Europe,0
44820,2020-03-09,France,Europe,0
44821,2020-03-10,France,Europe,0
44822,2020-03-11,France,Europe,0
44823,2020-03-12,France,Europe,0
44824,2020-03-13,France,Europe,0
44825,2020-03-14,France,Europe,0
44826,2020-03-15,France,Europe,0
44827,2020-03-16,France,Europe,0
44828,2020-03-17,France,Europe,0
44829,2020-03-18,France,Europe,0
44830,2020-03-19,France,Europe,2
44831,2020-03-20,France,Europe,2
44832,2020-03-21,France,Europe,4
44833,2020-03-22,France,Europe,4
44834,2020-03-23,France,Europe,8
44835,2020-03-24,France,Europe,10
44836,2020-03-25,France,Europe,14
44837,2020-03-26,France,Europe,14
44838,2020-03-27,France,Europe,15
44839,2020-03-28,France,Europe,15
44840,2020-03-29,France,Europe,15
44841,2020-03-30,France,Europe,15
44842,2020-03-31,France,Europe,16
44843,2020-04-01,France,Europe,16
44844,2020-04-02,France,Europe,18
44845,2020-04-03,France,Europe,18
44846,2020-04-04,France,Europe,17
44847,2020-04-05,France,Europe,18
44848,2020-04-06,France,Europe,18
44849,2020-04-07,France,Europe,18
44850,2020-04-08,France,Europe,18
44851,2020-04-09,France,Europe,18
44852,2020-04-10,France,Europe,18
44853,2020-04-11,France,Europe,18
44854,2020-04-12,France,Europe,18
44855,2020-04-13,France,Europe,18
44856,2020-04-14,France,Europe,18
44857,2020-04-15,France,Europe,18
44858,2020-04-16,France,Europe,18
44859,2020-04-17,France,Europe,18
44860,2020-04-18,France,Europe,18
44861,2020-04-19,France,Europe,18
44862,2020-04-20,France,Europe,18
44863,2020-04-21,France,Europe,18
44864,2020-04-22,France,Europe,18
44865,2020-04-23,France,Europe,18
44866,2020-04-24,France,Europe,18
44867,2020-04-25,France,Europe,18
44868,2020-04-26,France,Europe,18
44869,2020-04-27,France,Europe,18
44870,2020-04-28,France,Europe,18
44871,2020-04-29,France,Europe,18
44872,2020-04-30,France,Europe,18
44873,2020-05-01,France,Europe,18
44874,2020-05-02,France,Europe,18
44875,2020-05-03,France,Europe,18
44876,2020-05-04,France,Europe,18
44877,2020-05-05,France,Europe,18
44878,2020-05-06,France,Europe,18
44879,2020-05-07,France,Europe,18
44880,2020-05-08,France,Europe,18
44881,2020-05-09,France,Europe,18
44882,2020-05-10,France,Europe,18
44883,2020-05-11,France,Europe,18
44884,2020-05-12,France,Europe,18
44885,2020-05-13,France,Europe,18
44886,2020-05-14,France,Europe,18
44887,2020-05-15,France,Europe,18
44888,2020-05-16,France,Europe,18
44889,2020-05-17,France,Europe,18
44890,2020-05-18,France,Europe,18
44891,2020-05-19,France,Europe,18
44892,2020-05-20,France,Europe,18
44893,2020-05-21,France,Europe,18
44894,2020-05-22,France,Europe,18
44895,2020-05-23,France,Europe,18
44896,2020-05-24,France,Europe,18
44897,2020-05-25,France,Europe,18
44898,2020-05-26,France,Europe,18
44899,2020-05-27,France,Europe,18
44900,2020-05-28,France,Europe,19
44901,2020-05-29,France,Europe,19
44902,2020-05-30,France,Europe,19
44903,2020-05-31,France,Europe,19
44904,2020-06-01,France,Europe,20
44905,2020-06-02,France,Europe,20
44906,2020-06-03,France,Europe,20
44907,2020-06-04,France,Europe,20
44908,2020-06-05,France,Europe,20
44909,2020-06-06,France,Europe,20
44910,2020-06-07,France,Europe,20
44911,2020-06-08,France,Europe,20
44912,2020-06-09,France,Europe,21
44913,2020-06-10,France,Europe,21
44914,2020-06-11,France,Europe,21
44915,2020-06-12,France,Europe,21
44916,2020-06-13,France,Europe,21
44917,2020-06-14,France,Europe,21
44918,2020-06-15,France,Europe,21
44919,2020-06-16,France,Europe,21
44920,2020-06-17,France,Europe,21
44921,2020-06-18,France,Europe,21
44922,2020-06-19,France,Europe,21
44923,2020-06-20,France,Europe,21
44924,2020-06-21,France,Europe,21
44925,2020-06-22,France,Europe,21
44926,2020-06-23,France,Europe,21
44927,2020-06-24,France,Europe,21
44928,2020-06-25,France,Europe,21
44929,2020-06-26,France,Europe,21
44930,2020-06-27,France,Europe,21
44931,2020-06-28,France,Europe,21
44932,2020-06-29,France,Europe,21
44933,2020-06-30,France,Europe,21
44934,2020-07-01,France,Europe,21
44935,2020-07-02,France,Europe,21
44936,2020-07-03,France,Europe,21
44937,2020-07-04,France,Europe,21
44938,2020-07-05,France,Europe,21
44939,2020-07-06,France,Europe,21
44940,2020-07-07,France,Europe,21
44941,2020-07-08,France,Europe,21
44942,2020-07-09,France,Europe,21
44943,2020-07-10,France,Europe,21
44944,2020-07-11,France,Europe,21
44945,2020-07-12,France,Europe,21
44946,2020-07-13,France,Europe,21
44947,2020-07-14,France,Europe,21
44948,2020-07-15,France,Europe,22
44949,2020-07-16,France,Europe,22
44950,2020-07-17,France,Europe,22
44951,2020-07-18,France,Europe,22
44952,2020-07-19,France,Europe,22
44953,2020-07-20,France,Europe,22
44954,2020-07-21,France,Europe,22
44955,2020-07-22,France,Europe,22
44956,2020-07-23,France,Europe,22
44957,2020-07-24,France,Europe,22
44958,2020-07-25,France,Europe,22
44959,2020-07-26,France,Europe,22
44960,2020-07-27,France,Europe,22
44961,2020-07-28,France,Europe,22
44962,2020-07-29,France,Europe,22
44963,2020-07-30,France,Europe,22
44964,2020-07-31,France,Europe,22
44965,2020-08-01,France,Europe,22
44966,2020-08-02,France,Europe,22
44967,2020-08-03,France,Europe,22
44968,2020-08-04,France,Europe,22
44969,2020-08-05,France,Europe,22
44970,2020-08-06,France,Europe,22
44971,2020-08-07,France,Europe,22
44972,2020-08-08,France,Europe,23
44973,2020-08-09,France,Europe,23
44974,2020-08-10,France,Europe,23
44975,2020-08-11,France,Europe,23
44976,2020-08-12,France,Europe,23
44977,2020-08-13,France,Europe,23
44978,2020-08-14,France,Europe,23
44979,2020-08-15,France,Europe,23
44980,2020-08-16,France,Europe,23
44981,2020-08-17,France,Europe,23
44982,2020-08-18,France,Europe,23
44983,2020-08-19,France,Europe,23
44984,2020-08-20,France,Europe,23
44985,2020-08-21,France,Europe,23
44986,2020-08-22,France,Europe,23
44987,2020-08-23,France,Europe,23
44988,2020-08-24,France,Europe,23
44989,2020-08-25,France,Europe,23
44990,2020-08-26,France,Europe,23
44991,2020-08-27,France,Europe,23
44992,2020-08-28,France,Europe,23
44993,2020-08-29,France,Europe,23
44994,2020-08-30,France,Europe,23
44995,2020-08-31,France,Europe,23
44996,2020-09-01,France,Europe,23
44997,2020-09-02,France,Europe,23
44998,2020-09-03,France,Europe,26
44999,2020-09-04,France,Europe,26
45000,2020-09-05,France,Europe,26
45001,2020-09-06,France,Europe,26
45002,2020-09-07,France,Europe,26
45003,2020-09-08,France,Europe,26
45004,2020-09-09,France,Europe,26
45005,2020-09-10,France,Europe,26
45006,2020-09-11,France,Europe,26
45007,2020-09-12,France,Europe,26
45008,2020-09-13,France,Europe,26
45009,2020-09-14,France,Europe,26
45010,2020-09-15,France,Europe,26
45011,2020-09-16,France,Europe,26
45012,2020-09-17,France,Europe,26
45013,2020-09-18,France,Europe,26
45014,2020-09-19,France,Europe,26
45015,2020-09-20,France,Europe,26
45016,2020-09-21,France,Europe,26
45017,2020-09-22,France,Europe,26
45018,2020-09-23,France,Europe,26
45019,2020-09-24,France,Europe,26
45020,2020-09-25,France,Europe,26
45021,2020-09-26,France,Europe,27
45022,2020-09-27,France,Europe,27
